name,acronym,address,city,state,phone,email,website,country,Affilated,Recorded By,Recorded Date
Triple Threat Fencing Academy,TTFA,"130B K-Line Drive Matthews, NC 28104, US",Matthews - NC,NC,(704) 996-0820,cbernard@worldpatents.com,http://www.triplethreatfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
True Focus Sports Academy,TFSA,"2800 5th Street, Suite 110 Davis, CA 95618, US",Davis - CA,CA,(530) 400-4934,info@truefocussports.com,http://www.truefocussports.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Tulane University Fencing Club,TULANE FC,"31 Janet Yulman Way New Orleans, LA 70118, US",New Orleans - LA,LA,(425) 623-2808,cnobrega@tulane.edu,https://tulane.campuslabs.com/engage/organization/fencing,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Tulsa Fencing Alliance,TulsaFencing,"8216 E 41st St Tulsa, OK 74145, US",Tulsa - OK,OK,(918) 212-6434,daniel@tulsa-fencing-alliance.org,http://www.tulsa-fencing-alliance.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Tulsa Fencing Club,TulsaFC,"8103 N 188Th East Ave Owasso, OK 74055, US",Owasso - OK,OK,(918) 508-1986,davidd1978@icloud.com,http://www.tulsafencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Twin Cities Fencing Club,TWINCI,"741 Holly Ave. Saint Paul, MN 55104, US",Saint Paul - MN,MN,(651) 225-1990,jrobertosobalvarro@gmail.com,http://www.twincitiesfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Twin Tiers Fencing Club,TwinTiersFC,"435 Main Street, Suite 106 Johnson City, NY 13790, US",Johnson City - NY,NY,None,info@twintiersfencingclub.com,http://twintiersfencingclub.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Underground Fencing Organization,UFO,"2009 Parent N Westland, MI 48185, US",Westland - MI,MI,(734) 604-4434,ufo@undergroundfencing.org,http://www.undergroundfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
United Fencers of Oakland,UFofOakland,"1530 MacArthur Blvd. Oakland, CA 94602, US",Oakland - CA,CA,(510) 302-7316,unitedfencersoakland@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
United Fencing Academy,UFA,"21251 Deering Court Los Angeles/Canoga Park, CA 91304, US",Los Angeles/Canoga Park - CA,CA,(818) 835-3388,info@unitedfencingacademy.com,http://www.unitedfencingacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University of Alabama IN Huntsville Fencing Club,UAHFC,"301 Sparkman Drive, Charger Union 201 Huntsville, AL 35899, US",Huntsville - AL,AL,(256) 886-9850,thefencingclub@uah.edu,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University Of Calif/Santa Barbara,UCSB) (UCSB,"Dept of Recreation, MC 3025 Fencing Club UCSB Santa Barbara, CA 93106, US",Santa Barbara - CA,CA,(805) 403-6895,ucsbfencingclub@gmail.com,http://recreation.sa.ucsb.edu/sport-clubs/sports-clubs/coed-sport-clubs1/fencing,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University of California Davis,UC Davis,"Hickey Gymnasium Davis, CA 95616, US",Davis - CA,CA,(510) 329-5660,kvndtmllr@gmail.com,http://ucdfencing.weebly.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University Of California San Diego NCAA,UC-SanDiego,"9500 Gilman Drive La Jolla, CA 92093, US",La Jolla - CA,CA,(858) 705-3073,jic330@ucsd.edu,http://www.ucsdtritons.com/SportSelect.dbml?DB_OEM_ID=5800&SPID=11061&SPSID=93257&DB_OEM_ID=5800,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University of Cincinnati Fencing Club,UCF,,,,(724) 757-8555,UCFencing2020@gmail.com,https://campuslink.uc.edu/organization/fencingclub,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University Of Colorado Boulder Club,CUBoulder,"950 28th St., apt 213-4 Boulder, CO 80303, US",Boulder - CO,CO,(970) 775-3564,tahe6743@colorado.edu,https://www.colorado.edu/recreation/sport-clubs/list-sport-clubs/fencing,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University Of Connecticut Fencing Club,UCONNFC,"359 Mansfield Road Storrs, CT 06269, US",Storrs - CT,CT,(860) 690-1844,uconnfencing@gmail.com,https://www.facebook.com/uconnfencing/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University Of Florida Fencing Club,UnivFlorida,"3150 Hull Road Gainesville, FL 32611, US",Gainesville - FL,FL,(864) 704-7055,fencing.uf@gmail.com,https://floridafencing.net,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University of Georgia Fencing Club,UGAFencing,"301 River Road Athens, GA 30602, US",Athens - GA,GA,(470) 297-9684,ugafencing1@gmail.com,https://www.facebook.com/UgaFencingClub/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University of Incarnate Word Fencing NCAA,IncarnateWrd,"4301 Broadway CPO 25 San Antonio, TX 78209, US",San Antonio - TX,TX,(512) 557-2794,jamoreau@uiwtx.edu,http://www.uiw.edu/fencing,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University of Maryland Baltimore County,MD-Baltimore,"C/O Kristen Alexander, 1000 Hilltop Cir. UMBC Rac 321 Baltimore, MD 21250, US",Baltimore - MD,MD,(443) 804-1196,bj@twcfencing.com,https://www.facebook.com/UMBCFencingClub/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University of Maryland Terrapin Fencing,MD-Terrapin,"1115 Eppley Recreation Center, University of Maryland College Park, MD 20742, US",College Park - MD,MD,(240) 838-8144,officers@umdfencing.com,http://www.umdfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University Of Michigan Fencing Club,UnivMIFC,"721 S 5th Ave Ann Arbor, MI 48104, US",Ann Arbor - MI,MI,(517) 230-7153,mojocav@umich.edu,http://www.umich.edu/~fencing/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University Of North Carolina/Chapel Hill NCAA,NC-ChapelHil,"PO Box 2126 Chapel Hill, NC 27515, US",Chapel Hill - NC,NC,(919) 360-0871,jednak@email.unc.edu,https://goheels.com/roster.aspx?roster=526&path=fencing,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University Of North Texas Fencing Club,UNTFencing,"UNT Pohl Rec Center, 1155 Union Circle #311426 Denton, TX 76203, US",Denton - TX,TX,(603) 266-9498,fencing.unt@gmail.com,https://recsports.unt.edu/sportclubs/fencing,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University Of Notre Dame NCAA,NotreDame,"Joyce Center Notre Dame, IN 46556, US",Notre Dame - IN,IN,(574) 340-2697,gkvarats@nd.edu,http://www.und.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University Of Pennsylvania NCAA,UnivPA,"219 S 33rd Street Philadelphia, Pennsylvania 19104, US",Philadelphia - Pe,Pe,(609) 280-7579,fencing@pobox.upenn.edu,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University of Rhode Island,URI,"50 Lower College Rd Kingstown, RI 02881, US",Kingstown - RI,RI,(401) 585-5865,jackspigel@gmail.com,https://urifencing.weebly.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University of Rochester Fencing Club,UnivRochestr,"Univ. of Rochester, Spurrier Gym Rochester, NY 14627, US",Rochester - NY,NY,(910) 849-8804,urfencingclub@gmail.com,https://www.facebook.com/UofRFencing/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University of South Florida Fencing Club,UnivSFlorida,"12301 USF Genshaft Dr Tampa, FL 33620, US",Tampa - FL,FL,(347) 296-9463,justincho@usf.edu,https://bullsconnect.usf.edu/FENCINGUSF/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University of Texas Dallas,UTDallas,"800 W Campbell Road #AB10 Richardson, TX 75080, US",Richardson - TX,TX,(972) 883-4087,bwpiper@utdallas.edu,https://www.facebook.com/UTDFencing/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University Of Texas Fencing Club,UnivTXFC,"2109 San Jacinto Blvd, BEL302 Austin, TX 78712, US",Austin - TX,TX,(214) 926-9854,jppetroll@sbcglobal.net,http://utexasfencing.weebly.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
University of Virginia Fencing Club,UnivVAFC,"149 Newcomb Road N, PO Box 400715, SAC Box 340 Charlottesville, VA 22903, US",Charlottesville - VA,VA,(434) 270-0270,vfc.president@virginia.edu,http://www.virginiafencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
